Province,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Male,Completion_Female,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,Teacher_Student_Ratio,Latitude,Longitude
Kigali,Nyarugenge,Rwezamenyo,GS Nyacyina,2019,13.58,2.27,7.92,58.08,51.04,54.56,19.5,86.13,268484,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Mageragere,King David,2020,19.86,6.79,13.32,84.01,53.61,68.81,9.25,61.23,591872,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Mageragere,GS Cyahafi,2021,26.18,22.09,24.13,87.14,71.27,79.2,10.1,73.84,388107,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Nyamirambo,GS Buye,2022,16.76,15.91,16.33,79.4,51.47,65.44,11.95,75.82,570755,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Nyamirambo,Mater Dei,2023,24.0,20.0,22.0,99.61,64.19,81.9,12.63,74.37,349474,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Nyakabanda,GS Cyahafi,2024,22.26,4.82,13.54,85.79,95.45,90.62,3.62,67.19,297133,1:35,-1.56598,29.86061
Kigali,Nyarugenge,Nyamirambo,GS Nyacyina,2010,3.82,12.75,8.29,79.65,78.97,79.31,13.04,86.5,300422,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Muhima,GS Mubuga,2011,10.05,12.57,11.31,92.9,50.45,71.68,7.93,83.54,448619,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Kimisagara,GS Rwanyanza,2012,7.87,7.81,7.84,94.19,72.1,83.14,8.62,73.24,302332,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Kigali,GS Nyacyina,2013,8.21,18.9,13.55,85.34,58.35,71.85,7.13,66.7,316184,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Kanyinya,GS Ruramira,2014,16.47,23.67,20.07,85.27,72.32,78.79,5.39,94.57,249381,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Kigali,GS Kimironko II,2015,2.66,16.4,9.53,96.83,51.97,74.4,18.68,64.88,317285,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Gitega,GS Ruheru,2016,10.17,15.71,12.94,52.08,57.42,54.75,6.46,99.47,232311,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Nyakabanda,GS Akumunigo,2017,29.22,17.82,23.52,62.71,76.09,69.4,2.51,73.71,179141,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Mageragere,GS Akumunigo,2018,4.85,5.16,5.01,96.99,86.64,91.82,13.45,66.5,223008,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Nyarugenge,Marie Merci,2019,13.87,26.18,20.02,58.86,84.63,71.74,4.88,93.52,246649,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Mageragere,GS Mubuga,2020,25.1,26.07,25.58,88.43,55.66,72.04,12.01,91.82,523875,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Nyakabanda,Marie Merci,2021,28.29,24.98,26.63,83.35,78.86,81.1,12.1,73.94,562785,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Kimisagara,GS Nyacyina,2022,10.23,26.13,18.18,99.67,87.62,93.64,2.18,63.62,578366,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Gitega,GS Gahanga I,2023,19.86,23.19,21.53,96.28,71.91,84.1,6.34,96.06,458796,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Nyarugenge,GS Kinteko,2024,26.2,11.89,19.05,64.84,82.45,73.65,11.27,73.14,451296,1:59,-1.26211,29.98456
Kigali,Nyarugenge,Nyarugenge,GS Nyacyina,2010,7.89,11.82,9.86,61.36,53.66,57.51,9.27,84.14,553449,1:30,-2.11524,30.097
Kigali,Nyarugenge,Muhima,GS Nyacyina,2011,12.01,26.04,19.03,75.95,73.96,74.96,7.6,61.03,363321,1:30,-2.11524,30.097
Kigali,Nyarugenge,Gitega,New Vision,2012,12.57,17.82,15.2,76.68,80.4,78.54,14.31,90.6,312781,1:30,-2.11524,30.097
Kigali,Nyarugenge,Gitega,GS Migongo,2013,16.12,24.85,20.48,71.54,94.84,83.19,13.09,62.85,401454,1:30,-2.11524,30.097
Kigali,Nyarugenge,Nyamirambo,GS Gitega,2014,12.02,6.72,9.37,73.96,59.73,66.84,5.7,66.65,281187,1:30,-2.11524,30.097
Kigali,Nyarugenge,Mageragere,GS Nyacyina,2015,9.91,24.29,17.1,76.96,65.57,71.26,5.45,84.41,470321,1:30,-2.11524,30.097
Kigali,Nyarugenge,Kanyinya,GS Cyahafi,2016,12.99,4.53,8.76,59.06,84.06,71.56,5.91,67.26,172588,1:30,-2.11524,30.097
Kigali,Nyarugenge,Rwezamenyo,GS Mubuga,2017,24.01,6.37,15.19,95.89,71.23,83.56,7.47,63.48,421333,1:30,-2.11524,30.097
Kigali,Nyarugenge,Mageragere,GS Rukomo,2018,16.27,4.26,10.26,50.13,81.9,66.01,15.87,80.61,240507,1:30,-2.11524,30.097
Kigali,Nyarugenge,Mageragere,GS Rutongo,2019,19.75,6.07,12.91,68.04,95.29,81.67,6.04,90.8,332601,1:30,-2.11524,30.097
Kigali,Nyarugenge,Kimisagara,GS Migongo,2020,22.23,25.68,23.96,83.57,90.48,87.02,8.48,90.67,296553,1:30,-2.11524,30.097
Kigali,Nyarugenge,Muhima,GS Buye,2021,5.44,7.82,6.63,93.46,73.64,83.55,12.84,81.41,534837,1:30,-2.11524,30.097
Kigali,Nyarugenge,Rwezamenyo,GS Kimironko II,2022,18.61,16.85,17.73,61.6,69.55,65.57,19.76,83.78,369565,1:30,-2.11524,30.097
Kigali,Nyarugenge,Gitega,GS Ruheru,2023,4.96,21.16,13.06,70.22,71.41,70.81,6.82,88.7,329104,1:30,-2.11524,30.097
Kigali,Nyarugenge,Muhima,GS Mubuga,2024,24.74,18.49,21.62,66.86,95.28,81.07,12.91,90.9,112323,1:30,-2.11524,30.097
Kigali,Nyarugenge,Gitega,King David,2010,7.57,11.29,9.43,53.47,75.95,64.71,5.42,62.7,372900,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Nyamirambo,Mater Dei,2011,18.19,20.72,19.46,61.54,72.84,67.19,7.57,67.61,498465,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Mageragere,GS Mubuga,2012,11.53,29.87,20.7,72.32,66.68,69.5,19.23,83.22,195673,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Rwezamenyo,GS Gitega,2013,19.41,22.89,21.15,58.52,70.47,64.5,6.02,76.91,224982,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Gitega,GS Matara,2014,29.46,14.77,22.11,69.13,55.99,62.56,14.74,98.97,129301,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Nyamirambo,GS Migongo,2015,23.29,8.07,15.68,83.58,54.65,69.11,17.29,70.28,358503,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Nyamirambo,GS Camp Kigali,2016,18.65,15.7,17.17,57.97,53.16,55.56,6.83,64.71,367926,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Kigali,GS Akumunigo,2017,12.05,11.04,11.54,61.95,75.49,68.72,18.85,93.01,273757,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Nyamirambo,GS Ruheru,2018,26.33,5.69,16.01,89.31,78.73,84.02,2.33,82.66,321427,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Muhima,GS Mweya,2019,24.71,12.04,18.37,93.9,93.4,93.65,6.09,92.24,587247,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Kimisagara,GS Ruheru,2020,3.35,12.69,8.02,58.68,84.75,71.71,12.82,73.84,204211,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Nyakabanda,GS Rwanyanza,2021,24.85,4.84,14.85,93.1,96.14,94.62,16.59,79.48,322317,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Muhima,GS Gitega,2022,10.21,28.63,19.42,91.26,83.32,87.29,10.12,64.87,463412,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Kimisagara,GS Rwamagana,2023,7.74,3.32,5.53,88.84,56.1,72.47,8.79,83.77,305342,1:30,-1.72765,29.80238
Kigali,Nyarugenge,Gitega,Mater Dei,2024,4.06,19.58,11.82,60.8,80.98,70.89,11.29,86.01,303218,1:30,-1.72765,29.80238
Southern,Huye,Sector-5,GS Matara,2010,29.85,2.68,16.26,84.75,99.18,91.97,2.43,69.57,260866,1:59,-2.45479,29.42351
Southern,Huye,Sector-8,Mater Dei,2011,9.79,3.93,6.86,84.61,53.11,68.86,16.28,80.38,593158,1:59,-2.45479,29.42351
Southern,Huye,Sector-5,GS Akumunigo,2012,18.84,9.88,14.36,81.19,76.35,78.77,17.73,77.04,508638,1:59,-2.45479,29.42351
Southern,Huye,Sector-6,GS Migongo,2013,14.04,6.64,10.34,68.39,70.71,69.55,19.28,93.1,503172,1:59,-2.45479,29.42351
Southern,Huye,Sector-8,GS Ruramira,2014,8.21,4.88,6.54,70.93,89.52,80.22,10.71,83.29,386166,1:59,-2.45479,29.42351
Southern,Huye,Sector-4,GS Rutongo,2015,7.24,1.35,4.3,62.06,98.79,80.43,7.43,92.06,546636,1:59,-2.45479,29.42351
Southern,Huye,Sector-4,ES Kigoma,2016,8.71,19.74,14.22,74.97,63.3,69.13,17.29,65.97,110749,1:59,-2.45479,29.42351
Southern,Huye,Sector-5,GS Nyacyina,2017,8.06,19.9,13.98,90.53,80.7,85.62,19.12,94.38,356553,1:59,-2.45479,29.42351
Southern,Huye,Sector-1,GS Rukomo,2018,4.86,3.96,4.41,82.93,97.14,90.04,16.82,92.36,103631,1:59,-2.45479,29.42351
Southern,Huye,Sector-6,GS Akumunigo,2019,2.11,27.15,14.63,73.07,81.86,77.47,12.73,86.37,521818,1:59,-2.45479,29.42351
Southern,Huye,Sector-7,GS Rukomo,2020,18.8,2.93,10.87,75.92,57.51,66.71,13.6,89.5,163936,1:59,-2.45479,29.42351
Southern,Huye,Sector-1,GS Rukomo,2021,2.21,3.46,2.83,85.82,53.6,69.71,19.13,62.85,201015,1:59,-2.45479,29.42351
Southern,Huye,Sector-3,ES Kigoma,2022,22.39,11.24,16.82,64.83,67.49,66.16,3.7,90.99,597030,1:59,-2.45479,29.42351
Southern,Huye,Sector-1,GS Camp Kigali,2023,6.05,3.85,4.95,83.02,88.22,85.62,5.91,70.6,404677,1:59,-2.45479,29.42351
Southern,Huye,Sector-4,GS Nyacyina,2024,23.31,19.12,21.21,69.1,60.28,64.69,15.49,64.86,197661,1:59,-2.45479,29.42351
Southern,Huye,Sector-5,GS Gitega,2010,26.98,10.34,18.66,56.26,73.72,64.99,18.41,64.56,330156,1:59,-1.64097,30.0606
Southern,Huye,Sector-7,GS Agataramo,2011,16.1,18.88,17.49,57.83,52.19,55.01,1.9,64.43,189489,1:59,-1.64097,30.0606
Southern,Huye,Sector-5,GS Rutongo,2012,11.9,16.95,14.43,69.43,58.18,63.81,13.52,70.95,507507,1:59,-1.64097,30.0606
Southern,Huye,Sector-9,Marie Merci,2013,15.39,1.37,8.38,99.62,83.57,91.6,10.88,72.68,438416,1:59,-1.64097,30.0606
Southern,Huye,Sector-6,GS Rukomo,2014,19.45,7.41,13.43,98.92,87.41,93.16,15.06,82.31,325942,1:59,-1.64097,30.0606
Southern,Huye,Sector-2,GS Nyacyina,2015,8.81,16.65,12.73,86.4,55.4,70.9,4.27,87.41,417875,1:59,-1.64097,30.0606
Southern,Huye,Sector-3,GS Gahanga I,2016,15.67,25.38,20.53,86.64,77.11,81.88,5.95,83.61,356695,1:59,-1.64097,30.0606
Southern,Huye,Sector-8,GS Migongo,2017,17.39,20.98,19.18,93.67,81.81,87.74,9.23,90.44,260878,1:59,-1.64097,30.0606
Southern,Huye,Sector-2,GS Buye,2018,1.27,8.15,4.71,86.32,99.59,92.96,4.08,63.97,121727,1:59,-1.64097,30.0606
Southern,Huye,Sector-9,King David,2019,17.1,22.26,19.68,80.8,59.4,70.1,11.08,74.22,531116,1:59,-1.64097,30.0606
Southern,Huye,Sector-5,GS Ruheru,2020,1.15,23.07,12.11,51.77,87.29,69.53,7.36,68.1,382017,1:59,-1.64097,30.0606
Southern,Huye,Sector-4,GS Ruheru,2021,10.48,5.32,7.9,65.28,93.83,79.56,14.44,99.85,200483,1:59,-1.64097,30.0606
Southern,Huye,Sector-6,GS Rutongo,2022,26.7,18.2,22.45,69.58,70.63,70.1,3.34,87.82,290868,1:59,-1.64097,30.0606
Southern,Huye,Sector-8,GS Rwanyanza,2023,6.26,12.24,9.25,70.12,93.71,81.91,2.08,80.4,169122,1:59,-1.64097,30.0606
Southern,Huye,Sector-3,GS Akumunigo,2024,7.54,21.39,14.46,52.64,74.33,63.49,9.97,83.97,507442,1:59,-1.64097,30.0606
Southern,Huye,Sector-4,GS Buye,2010,22.63,29.48,26.05,60.49,91.26,75.87,2.45,80.81,312652,1:42,-2.6613,29.1171
Southern,Huye,Sector-9,GS Nyacyina,2011,22.33,7.84,15.08,68.57,53.13,60.85,18.66,92.05,568270,1:42,-2.6613,29.1171
Southern,Huye,Sector-7,GS Gitega,2012,19.63,13.22,16.43,81.81,89.28,85.55,11.44,64.73,593253,1:42,-2.6613,29.1171
Southern,Huye,Sector-6,GS Akumunigo,2013,18.05,6.35,12.2,68.11,66.73,67.42,5.46,61.05,193808,1:42,-2.6613,29.1171
Southern,Huye,Sector-5,GS Gitega,2014,16.02,9.66,12.84,97.03,62.96,80.0,16.84,77.19,312978,1:42,-2.6613,29.1171
Southern,Huye,Sector-7,GS Mweya,2015,6.4,24.28,15.34,72.91,74.15,73.53,18.08,65.34,250787,1:42,-2.6613,29.1171
Southern,Huye,Sector-9,GS Ruheru,2016,27.37,23.63,25.5,50.35,52.86,51.61,15.03,69.01,107531,1:42,-2.6613,29.1171
Southern,Huye,Sector-7,Mater Dei,2017,20.05,28.74,24.4,53.45,52.85,53.15,4.94,71.29,568187,1:42,-2.6613,29.1171
Southern,Huye,Sector-6,GS Ruheru,2018,27.28,8.24,17.76,63.6,87.97,75.78,1.31,77.99,526188,1:42,-2.6613,29.1171
Southern,Huye,Sector-2,ES Kigoma,2019,15.14,1.97,8.56,53.13,95.32,74.23,8.22,65.57,409443,1:42,-2.6613,29.1171
Southern,Huye,Sector-7,GS Mubuga,2020,11.07,27.1,19.08,51.09,83.19,67.14,7.87,98.54,570670,1:42,-2.6613,29.1171
Southern,Huye,Sector-3,GS Migongo,2021,25.01,23.84,24.43,81.22,74.72,77.97,14.5,99.18,390372,1:42,-2.6613,29.1171
Southern,Huye,Sector-9,GS Gahanga I,2022,6.54,10.81,8.68,65.43,97.35,81.39,0.44,98.69,237660,1:42,-2.6613,29.1171
Southern,Huye,Sector-2,GS Gitega,2023,21.88,13.12,17.5,54.44,84.19,69.31,8.08,81.8,306487,1:42,-2.6613,29.1171
Southern,Huye,Sector-5,GS Rukomo,2024,16.73,23.96,20.35,77.44,80.65,79.04,2.82,69.05,431328,1:42,-2.6613,29.1171
Southern,Huye,Sector-6,GS Cyahafi,2010,14.41,12.94,13.67,82.55,77.27,79.91,16.13,62.49,321095,1:39,-1.60446,29.43218
Southern,Huye,Sector-4,GS Rutongo,2011,14.32,2.51,8.41,89.31,60.07,74.69,15.14,70.34,243891,1:39,-1.60446,29.43218
Southern,Huye,Sector-9,GS Mweya,2012,16.06,6.94,11.5,93.89,93.98,93.94,11.2,94.82,214586,1:39,-1.60446,29.43218
Southern,Huye,Sector-1,GS Kimironko II,2013,22.77,17.18,19.98,77.63,54.71,66.17,7.81,73.75,453323,1:39,-1.60446,29.43218
Southern,Huye,Sector-3,GS Cyahafi,2014,24.15,11.79,17.97,72.58,69.87,71.23,3.91,63.74,237924,1:39,-1.60446,29.43218
Southern,Huye,Sector-7,GS Cyahafi,2015,6.41,3.73,5.07,67.83,87.87,77.85,12.85,71.06,500455,1:39,-1.60446,29.43218
Southern,Huye,Sector-7,GS Ruramira,2016,6.68,27.01,16.85,76.01,72.38,74.19,12.27,82.31,180257,1:39,-1.60446,29.43218
Southern,Huye,Sector-8,GS Migongo,2017,11.53,27.02,19.27,58.44,75.35,66.9,17.88,83.92,350870,1:39,-1.60446,29.43218
Southern,Huye,Sector-9,GS Rwamagana,2018,19.97,5.41,12.69,72.02,80.76,76.39,16.07,63.34,495807,1:39,-1.60446,29.43218
Southern,Huye,Sector-2,GS Gahanga I,2019,15.65,29.05,22.35,70.89,99.21,85.05,3.32,86.72,219052,1:39,-1.60446,29.43218
Southern,Huye,Sector-4,GS Camp Kigali,2020,26.58,13.4,19.99,58.11,50.63,54.37,14.39,82.39,339968,1:39,-1.60446,29.43218
Southern,Huye,Sector-6,GS Nyacyina,2021,26.82,3.3,15.06,86.57,59.37,72.97,10.82,94.33,502803,1:39,-1.60446,29.43218
Southern,Huye,Sector-8,GS Mweya,2022,21.6,10.12,15.86,73.56,91.08,82.32,9.88,78.37,143732,1:39,-1.60446,29.43218
Southern,Huye,Sector-1,GS Kimironko II,2023,25.02,10.72,17.87,58.69,85.6,72.14,4.8,93.04,321373,1:39,-1.60446,29.43218
Southern,Huye,Sector-6,GS Nyacyina,2024,5.12,11.09,8.1,72.52,87.44,79.98,14.76,86.05,439119,1:39,-1.60446,29.43218
Southern,Huye,Sector-7,GS Nyacyina,2010,19.39,4.66,12.03,83.81,66.26,75.03,3.34,87.45,362299,1:56,-1.34885,30.68747
Southern,Huye,Sector-9,GS Kimironko II,2011,20.0,29.76,24.88,53.63,53.85,53.74,4.31,73.62,329817,1:56,-1.34885,30.68747
Southern,Huye,Sector-1,GS Gahanga I,2012,11.45,2.99,7.22,88.16,70.42,79.29,15.32,90.37,286339,1:56,-1.34885,30.68747
Southern,Huye,Sector-2,ES Kigoma,2013,23.86,20.28,22.07,63.01,95.36,79.19,8.94,86.83,167990,1:56,-1.34885,30.68747
Southern,Huye,Sector-4,GS Mweya,2014,14.35,26.07,20.21,77.33,69.02,73.18,0.36,99.07,112109,1:56,-1.34885,30.68747
Southern,Huye,Sector-3,GS Camp Kigali,2015,13.22,1.79,7.5,98.31,56.37,77.34,15.08,88.31,115282,1:56,-1.34885,30.68747
Southern,Huye,Sector-9,GS Gahanga I,2016,24.34,1.52,12.93,98.14,86.33,92.24,5.63,72.19,310294,1:56,-1.34885,30.68747
Southern,Huye,Sector-9,GS Rwanyanza,2017,26.31,4.26,15.29,85.18,77.03,81.11,0.25,63.86,411581,1:56,-1.34885,30.68747
Southern,Huye,Sector-9,GS Rutongo,2018,14.59,9.74,12.17,79.92,64.86,72.39,0.96,72.0,225149,1:56,-1.34885,30.68747
Southern,Huye,Sector-7,GS Gitega,2019,27.18,25.72,26.45,83.39,79.66,81.53,10.63,95.69,217886,1:56,-1.34885,30.68747
Southern,Huye,Sector-5,GS Nyacyina,2020,25.31,9.27,17.29,71.46,63.39,67.42,1.27,91.57,560244,1:56,-1.34885,30.68747
Southern,Huye,Sector-3,GS Buye,2021,25.11,18.37,21.74,55.75,54.69,55.22,16.59,96.39,146403,1:56,-1.34885,30.68747
Southern,Huye,Sector-9,GS Ruramira,2022,26.49,17.58,22.04,75.87,71.52,73.7,6.82,72.68,210155,1:56,-1.34885,30.68747
Southern,Huye,Sector-4,GS Gitega,2023,5.78,5.95,5.86,97.41,72.26,84.83,13.53,91.55,440146,1:56,-1.34885,30.68747
Southern,Huye,Sector-2,GS Cyahafi,2024,4.82,7.79,6.31,89.34,98.54,93.94,9.46,70.51,462455,1:56,-1.34885,30.68747
Southern,Nyanza,Kigoma,King David,2010,3.06,8.38,5.72,68.09,73.62,70.86,5.54,61.83,140583,1:35,-1.02909,29.53792
Southern,Nyanza,Cyabakamyi,GS Ruramira,2011,29.17,10.61,19.89,74.1,59.8,66.95,4.14,84.43,287116,1:35,-1.02909,29.53792
Southern,Nyanza,Busoro,GS Akumunigo,2012,15.98,1.16,8.57,50.38,60.95,55.67,6.78,61.47,596507,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,GS Migongo,2013,24.27,17.59,20.93,75.63,64.67,70.15,1.74,97.27,282024,1:35,-1.02909,29.53792
Southern,Nyanza,Mukingo,GS Migongo,2014,18.89,4.3,11.6,67.26,75.37,71.32,9.01,94.97,170028,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,GS Camp Kigali,2015,27.95,5.79,16.87,69.49,86.49,77.99,5.16,95.29,291420,1:35,-1.02909,29.53792
Southern,Nyanza,Kigoma,GS Akumunigo,2016,20.56,9.61,15.08,85.92,97.7,91.81,14.35,88.86,475960,1:35,-1.02909,29.53792
Southern,Nyanza,Busasamana,GS Cyahafi,2017,25.06,2.18,13.62,93.58,62.83,78.21,7.38,86.61,365888,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,GS Migongo,2018,4.51,13.15,8.83,87.56,53.55,70.55,18.83,63.21,250158,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,GS Migongo,2019,20.39,20.68,20.54,68.1,79.68,73.89,18.27,60.41,571249,1:35,-1.02909,29.53792
Southern,Nyanza,Rwabicuma,GS Rwamagana,2020,18.76,26.34,22.55,86.2,56.03,71.11,10.68,96.1,261445,1:35,-1.02909,29.53792
Southern,Nyanza,Rwabicuma,GS Mweya,2021,5.12,1.34,3.23,71.1,64.75,67.93,2.46,79.44,320972,1:35,-1.02909,29.53792
Southern,Nyanza,Nyagisozi,GS Migongo,2022,17.2,10.95,14.08,86.46,82.61,84.54,8.08,93.82,572501,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,King David,2023,3.25,16.73,9.99,93.09,79.51,86.3,9.0,69.05,462271,1:35,-1.02909,29.53792
Southern,Nyanza,Busoro,GS Kinteko,2024,17.8,23.02,20.41,54.94,94.48,74.71,0.55,60.49,345754,1:35,-1.02909,29.53792
Southern,Nyanza,Kibirizi,GS Ruheru,2010,5.84,13.49,9.66,57.13,94.5,75.82,0.51,73.84,275251,1:31,-2.09265,30.05163
Southern,Nyanza,Rwabicuma,GS Cyahafi,2011,19.73,19.47,19.6,67.03,53.59,60.31,13.54,76.39,358864,1:31,-2.09265,30.05163
Southern,Nyanza,Busasamana,GS Migongo,2012,18.57,11.57,15.07,60.89,99.4,80.15,2.81,78.16,279587,1:31,-2.09265,30.05163
Southern,Nyanza,Kigoma,GS Buye,2013,15.08,1.8,8.44,75.27,98.2,86.74,18.51,75.37,338746,1:31,-2.09265,30.05163
Southern,Nyanza,Kigoma,King David,2014,13.01,12.47,12.74,65.66,57.35,61.51,16.71,79.51,284233,1:31,-2.09265,30.05163
Southern,Nyanza,Mukingo,GS Ruramira,2015,11.74,11.87,11.81,73.7,72.21,72.95,1.76,99.79,499560,1:31,-2.09265,30.05163
Southern,Nyanza,Kibirizi,GS Buye,2016,18.6,5.4,12.0,51.55,98.54,75.04,9.56,90.94,127716,1:31,-2.09265,30.05163
Southern,Nyanza,Mukingo,New Vision,2017,16.44,5.88,11.16,62.35,91.93,77.14,3.54,74.25,240641,1:31,-2.09265,30.05163
Southern,Nyanza,Mukingo,New Vision,2018,15.72,20.64,18.18,61.75,91.53,76.64,19.99,81.79,447520,1:31,-2.09265,30.05163
Southern,Nyanza,Kigoma,Mater Dei,2019,5.37,24.69,15.03,60.37,89.12,74.74,6.52,89.38,419313,1:31,-2.09265,30.05163
Southern,Nyanza,Busoro,GS Rwamagana,2020,23.98,14.38,19.18,86.54,57.4,71.97,18.14,94.1,397572,1:31,-2.09265,30.05163
Southern,Nyanza,Kibirizi,Marie Merci,2021,4.84,18.2,11.52,79.96,67.67,73.81,14.92,78.34,176021,1:31,-2.09265,30.05163
Southern,Nyanza,Busoro,ES Kigoma,2022,16.93,2.67,9.8,84.04,73.34,78.69,18.98,61.38,113893,1:31,-2.09265,30.05163
Southern,Nyanza,Nyagisozi,GS Cyahafi,2023,15.87,3.72,9.8,87.73,74.6,81.16,10.45,72.1,465795,1:31,-2.09265,30.05163
Southern,Nyanza,Busoro,ES Kigoma,2024,17.32,13.8,15.56,80.29,95.94,88.11,17.89,74.49,136304,1:31,-2.09265,30.05163
Southern,Nyanza,Mukingo,ES Kigoma,2010,23.17,17.63,20.4,97.8,60.02,78.91,12.8,64.37,444179,1:44,-1.97924,29.88691
Southern,Nyanza,Kigoma,GS Nyacyina,2011,9.65,7.97,8.81,65.59,62.8,64.2,0.38,61.23,518734,1:44,-1.97924,29.88691
Southern,Nyanza,Muyira,GS Rukomo,2012,14.83,20.94,17.89,86.14,84.63,85.38,7.17,65.38,440093,1:44,-1.97924,29.88691
Southern,Nyanza,Nyagisozi,New Vision,2013,24.33,9.08,16.71,60.54,97.87,79.2,13.54,60.35,177842,1:44,-1.97924,29.88691
Southern,Nyanza,Busasamana,King David,2014,25.03,9.54,17.28,50.72,86.89,68.8,0.11,93.37,356910,1:44,-1.97924,29.88691
Southern,Nyanza,Nyagisozi,GS Matara,2015,28.18,24.84,26.51,90.46,94.22,92.34,7.98,88.0,246110,1:44,-1.97924,29.88691
Southern,Nyanza,Busoro,Mater Dei,2016,21.97,9.13,15.55,84.37,51.22,67.8,12.64,72.25,349415,1:44,-1.97924,29.88691
Southern,Nyanza,Busoro,GS Migongo,2017,17.73,21.23,19.48,50.3,55.05,52.68,2.26,94.76,563937,1:44,-1.97924,29.88691
Southern,Nyanza,Kibirizi,Marie Merci,2018,25.42,8.02,16.72,73.91,57.26,65.59,5.62,88.4,556887,1:44,-1.97924,29.88691
Southern,Nyanza,Ntyazo,GS Rukomo,2019,24.3,27.95,26.12,70.26,95.31,82.78,10.98,72.86,390598,1:44,-1.97924,29.88691
Southern,Nyanza,Kibirizi,GS Matara,2020,7.36,1.98,4.67,60.73,70.81,65.77,14.4,90.38,523966,1:44,-1.97924,29.88691
Southern,Nyanza,Mukingo,GS Gahanga I,2021,26.14,14.16,20.15,91.07,77.73,84.4,14.28,85.48,243217,1:44,-1.97924,29.88691
Southern,Nyanza,Muyira,GS Matara,2022,24.85,24.31,24.58,77.63,76.01,76.82,5.43,65.72,433270,1:44,-1.97924,29.88691
Southern,Nyanza,Cyabakamyi,GS Nyacyina,2023,15.4,9.24,12.32,56.69,81.48,69.08,6.35,62.17,572779,1:44,-1.97924,29.88691
Southern,Nyanza,Kigoma,ES Kigoma,2024,1.0,15.82,8.41,52.34,63.81,58.08,16.79,88.28,390134,1:44,-1.97924,29.88691
Southern,Nyanza,Cyabakamyi,GS Migongo,2010,3.4,28.0,15.7,91.34,56.5,73.92,15.78,82.6,499009,1:54,-2.79312,29.49365
Southern,Nyanza,Mukingo,GS Cyahafi,2011,26.86,13.58,20.22,95.5,68.87,82.18,13.74,98.56,341060,1:54,-2.79312,29.49365
Southern,Nyanza,Busasamana,GS Kinteko,2012,15.32,12.24,13.78,81.64,85.19,83.41,14.26,60.17,456374,1:54,-2.79312,29.49365
Southern,Nyanza,Busasamana,New Vision,2013,20.33,29.02,24.67,88.05,97.54,92.8,2.11,88.1,437501,1:54,-2.79312,29.49365
Southern,Nyanza,Mukingo,GS Akumunigo,2014,23.67,19.68,21.68,52.41,68.0,60.21,9.52,98.27,250043,1:54,-2.79312,29.49365
Southern,Nyanza,Muyira,GS Rwanyanza,2015,4.22,19.4,11.81,88.54,50.14,69.34,11.04,94.36,572076,1:54,-2.79312,29.49365
Southern,Nyanza,Busoro,GS Nyacyina,2016,13.06,21.87,17.46,68.56,93.49,81.02,15.92,89.22,134773,1:54,-2.79312,29.49365
Southern,Nyanza,Nyagisozi,GS Rwanyanza,2017,22.87,2.04,12.45,69.74,96.54,83.14,12.9,65.03,254626,1:54,-2.79312,29.49365
Southern,Nyanza,Kigoma,GS Matara,2018,12.46,21.68,17.07,59.96,94.51,77.24,16.47,71.5,573314,1:54,-2.79312,29.49365
