Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Kigali,Nyarugenge,GS Ruheru,2023,13.06,4.96,21.16,70.81,88.7,329104,Urban,Low Risk,0,0.19080944684414636
Kigali,Nyarugenge,GS Mubuga,2024,21.62,24.74,18.49,81.07,90.9,112323,Urban,High Risk,1,0.9664543166487016
Kigali,Nyarugenge,King David,2010,9.43,7.57,11.29,64.71,62.7,372900,Urban,Low Risk,0,0.0329443261651398
Kigali,Nyarugenge,Mater Dei,2011,19.46,18.19,20.72,67.19,67.61,498465,Urban,High Risk,1,0.9216972251702938
Kigali,Nyarugenge,GS Mubuga,2012,20.7,11.53,29.87,69.5,83.22,195673,Urban,High Risk,1,0.9451246684423761
Kigali,Nyarugenge,GS Gitega,2013,21.15,19.41,22.89,64.5,76.91,224982,Urban,High Risk,1,0.9240625474782199
Kigali,Nyarugenge,GS Matara,2014,22.11,29.46,14.77,62.56,98.97,129301,Urban,High Risk,1,0.9376743493863557
Kigali,Nyarugenge,GS Migongo,2015,15.68,23.29,8.07,69.11,70.28,358503,Urban,High Risk,1,0.7844805226771734
Kigali,Nyarugenge,GS Camp Kigali,2016,17.17,18.65,15.7,55.56,64.71,367926,Urban,High Risk,1,0.8507805042209489
Kigali,Nyarugenge,GS Akumunigo,2017,11.54,12.05,11.04,68.72,93.01,273757,Urban,Low Risk,0,0.0590415433239956
Kigali,Nyarugenge,GS Ruheru,2018,16.01,26.33,5.69,84.02,82.66,321427,Urban,High Risk,1,0.8229719441989245
Kigali,Nyarugenge,GS Mweya,2019,18.37,24.71,12.04,93.65,92.24,587247,Urban,High Risk,1,0.9503068701080329
Kigali,Nyarugenge,GS Ruheru,2020,8.02,3.35,12.69,71.71,73.84,204211,Urban,Low Risk,0,0.01702851973338857
Kigali,Nyarugenge,GS Rwanyanza,2021,14.85,24.85,4.84,94.62,79.48,322317,Urban,Low Risk,0,0.1723200761586746
Kigali,Nyarugenge,GS Gitega,2022,19.42,10.21,28.63,87.29,64.87,463412,Urban,High Risk,1,0.9440811672949124
Kigali,Nyarugenge,GS Rwamagana,2023,5.53,7.74,3.32,72.47,83.77,305342,Urban,Low Risk,0,0.029830977525768135
Kigali,Nyarugenge,Mater Dei,2024,11.82,4.06,19.58,70.89,86.01,303218,Urban,Low Risk,0,0.08183081524985468
Southern,Huye,GS Matara,2010,16.26,29.85,2.68,91.97,69.57,260866,Rural,High Risk,1,0.6264864864864864
Southern,Huye,Mater Dei,2011,6.86,9.79,3.93,68.86,80.38,593158,Rural,Low Risk,0,0.04358765683812745
Southern,Huye,GS Akumunigo,2012,14.36,18.84,9.88,78.77,77.04,508638,Rural,Low Risk,0,0.11585121568349079
Southern,Huye,GS Migongo,2013,10.34,14.04,6.64,69.55,93.1,503172,Rural,Low Risk,0,0.03644136064922947
Southern,Huye,GS Ruramira,2014,6.54,8.21,4.88,80.22,83.29,386166,Rural,Low Risk,0,0.018325241984349844
Southern,Huye,GS Rutongo,2015,4.3,7.24,1.35,80.43,92.06,546636,Rural,Low Risk,0,0.017464890937588108
Southern,Huye,ES Kigoma,2016,14.22,8.71,19.74,69.13,65.97,110749,Rural,Low Risk,0,0.1203838276468732
Southern,Huye,GS Nyacyina,2017,13.98,8.06,19.9,85.62,94.38,356553,Rural,Low Risk,0,0.08305981299402351
Southern,Huye,GS Rukomo,2018,4.41,4.86,3.96,90.04,92.36,103631,Rural,Low Risk,0,0.022022504524646012
Southern,Huye,GS Akumunigo,2019,14.63,2.11,27.15,77.47,86.37,521818,Rural,Low Risk,0,0.32758528140778187
Southern,Huye,GS Rukomo,2020,10.87,18.8,2.93,66.71,89.5,163936,Rural,Low Risk,0,0.10292606231717447
Southern,Huye,GS Rukomo,2021,2.83,2.21,3.46,69.71,62.85,201015,Rural,Low Risk,0,0.027427301821145347
Southern,Huye,ES Kigoma,2022,16.82,22.39,11.24,66.16,90.99,597030,Rural,High Risk,1,0.7282857142857143
Southern,Huye,GS Camp Kigali,2023,4.95,6.05,3.85,85.62,70.6,404677,Rural,Low Risk,0,0.009259062704211916
Southern,Huye,GS Nyacyina,2024,21.21,23.31,19.12,64.69,64.86,197661,Rural,High Risk,1,0.9879410107711994
Southern,Huye,GS Gitega,2010,18.66,26.98,10.34,64.99,64.56,330156,Rural,High Risk,1,0.9409585224981152
Southern,Huye,GS Agataramo,2011,17.49,16.1,18.88,55.01,64.43,189489,Rural,High Risk,1,0.8388715145374719
Southern,Huye,GS Rutongo,2012,14.43,11.9,16.95,63.81,70.95,507507,Rural,Low Risk,0,0.1652015540695681
Southern,Huye,Marie Merci,2013,8.38,15.39,1.37,91.6,72.68,438416,Rural,Low Risk,0,0.05460433789688507
Southern,Huye,GS Rukomo,2014,13.43,19.45,7.41,93.16,82.31,325942,Rural,Low Risk,0,0.08249658547120849
Southern,Huye,GS Nyacyina,2015,12.73,8.81,16.65,70.9,87.41,417875,Rural,Low Risk,0,0.21503972702848823
Southern,Huye,GS Gahanga I,2016,20.53,15.67,25.38,81.88,83.61,356695,Rural,High Risk,1,0.8831994671769047
Southern,Huye,GS Migongo,2017,19.18,17.39,20.98,87.74,90.44,260878,Rural,High Risk,1,0.9804721882832891
Southern,Huye,GS Buye,2018,4.71,1.27,8.15,92.96,63.97,121727,Rural,Low Risk,0,0.060625
Southern,Huye,King David,2019,19.68,17.1,22.26,70.1,74.22,531116,Rural,High Risk,1,0.9055263686036423
Southern,Huye,GS Ruheru,2020,12.11,1.15,23.07,69.53,68.1,382017,Rural,Low Risk,0,0.21553701063712372
Southern,Huye,GS Ruheru,2021,7.9,10.48,5.32,79.56,99.85,200483,Rural,Low Risk,0,0.0788700928063748
Southern,Huye,GS Rutongo,2022,22.45,26.7,18.2,70.1,87.82,290868,Rural,High Risk,1,0.9917320574162679
Southern,Huye,GS Rwanyanza,2023,9.25,6.26,12.24,81.91,80.4,169122,Rural,Low Risk,0,0.04144190304329229
Southern,Huye,GS Akumunigo,2024,14.46,7.54,21.39,63.49,83.97,507442,Rural,Low Risk,0,0.22875506900506903
Southern,Huye,GS Buye,2010,26.05,22.63,29.48,75.87,80.81,312652,Rural,High Risk,1,0.9781303585303585
Southern,Huye,GS Nyacyina,2011,15.08,22.33,7.84,60.85,92.05,568270,Rural,Low Risk,1,0.6438116331857365
Southern,Huye,GS Gitega,2012,16.43,19.63,13.22,85.55,64.73,593253,Rural,High Risk,1,0.7559891219898596
Southern,Huye,GS Akumunigo,2013,12.2,18.05,6.35,67.42,61.05,193808,Rural,Low Risk,0,0.04476232917409388
Southern,Huye,GS Gitega,2014,12.84,16.02,9.66,80.0,77.19,312978,Rural,Low Risk,0,0.05518122857224164
Southern,Huye,GS Mweya,2015,15.34,6.4,24.28,73.53,65.34,250787,Rural,High Risk,1,0.6852857905783679
Southern,Huye,GS Ruheru,2016,25.5,27.37,23.63,51.61,69.01,107531,Rural,High Risk,1,0.9743740399385561
Southern,Huye,Mater Dei,2017,24.4,20.05,28.74,53.15,71.29,568187,Rural,High Risk,1,0.9985208324989655
Southern,Huye,GS Ruheru,2018,17.76,27.28,8.24,75.78,77.99,526188,Rural,High Risk,1,0.8531719688078648
Southern,Huye,ES Kigoma,2019,8.56,15.14,1.97,74.23,65.57,409443,Rural,Low Risk,0,0.05188181220370567
Southern,Huye,GS Mubuga,2020,19.08,11.07,27.1,67.14,98.54,570670,Rural,High Risk,1,0.9165674690514407
Southern,Huye,GS Migongo,2021,24.43,25.01,23.84,77.97,99.18,390372,Rural,High Risk,1,0.9778413158145628
Southern,Huye,GS Gahanga I,2022,8.68,6.54,10.81,81.39,98.69,237660,Rural,Low Risk,0,0.07878187104907662
Southern,Huye,GS Gitega,2023,17.5,21.88,13.12,69.31,81.8,306487,Rural,High Risk,1,0.9018311424776972
Southern,Huye,GS Rukomo,2024,20.35,16.73,23.96,79.04,69.05,431328,Rural,High Risk,1,0.9635414482980329
Southern,Huye,GS Cyahafi,2010,13.67,14.41,12.94,79.91,62.49,321095,Rural,Low Risk,0,0.0957914129400075
Southern,Huye,GS Rutongo,2011,8.41,14.32,2.51,74.69,70.34,243891,Rural,Low Risk,0,0.018646932924995717
Southern,Huye,GS Mweya,2012,11.5,16.06,6.94,93.94,94.82,214586,Rural,Low Risk,0,0.09178526891259091
Southern,Huye,GS Kimironko II,2013,19.98,22.77,17.18,66.17,73.75,453323,Rural,High Risk,1,0.9096157719484679
Southern,Huye,GS Cyahafi,2014,17.97,24.15,11.79,71.23,63.74,237924,Rural,High Risk,1,0.843032976585608
Southern,Huye,GS Cyahafi,2015,5.07,6.41,3.73,77.85,71.06,500455,Rural,Low Risk,0,0.004426725439421425
Southern,Huye,GS Ruramira,2016,16.85,6.68,27.01,74.19,82.31,180257,Rural,High Risk,1,0.6625289800093752
Southern,Huye,GS Migongo,2017,19.27,11.53,27.02,66.9,83.92,350870,Rural,High Risk,1,0.9431152540426937
Southern,Huye,GS Rwamagana,2018,12.69,19.97,5.41,76.39,63.34,495807,Rural,Low Risk,0,0.12380969232406024
Southern,Huye,GS Gahanga I,2019,22.35,15.65,29.05,85.05,86.72,219052,Rural,High Risk,1,0.9768200271626313
Southern,Huye,GS Camp Kigali,2020,19.99,26.58,13.4,54.37,82.39,339968,Rural,High Risk,1,0.9258765202092163
Southern,Huye,GS Nyacyina,2021,15.06,26.82,3.3,72.97,94.33,502803,Rural,Low Risk,0,0.25680867133185115
Southern,Huye,GS Mweya,2022,15.86,21.6,10.12,82.32,78.37,143732,Rural,High Risk,1,0.861841437676694
Southern,Huye,GS Kimironko II,2023,17.87,25.02,10.72,72.14,93.04,321373,Rural,High Risk,1,0.9513361807199019
Southern,Huye,GS Nyacyina,2024,8.1,5.12,11.09,79.98,86.05,439119,Rural,Low Risk,0,0.010250060517913924
Southern,Huye,GS Nyacyina,2010,12.03,19.39,4.66,75.03,87.45,362299,Rural,Low Risk,0,0.13390197389554814
Southern,Huye,GS Kimironko II,2011,24.88,20.0,29.76,53.74,73.62,329817,Rural,High Risk,1,0.981476520361705
Southern,Huye,GS Gahanga I,2012,7.22,11.45,2.99,79.29,90.37,286339,Rural,Low Risk,0,0.04409718234167509
Southern,Huye,ES Kigoma,2013,22.07,23.86,20.28,79.19,86.83,167990,Rural,High Risk,1,0.964794171399997
Southern,Huye,GS Mweya,2014,20.21,14.35,26.07,73.18,99.07,112109,Rural,High Risk,1,0.9033722063293402
Southern,Huye,GS Camp Kigali,2015,7.5,13.22,1.79,77.34,88.31,115282,Rural,Low Risk,0,0.05968790882990786
Southern,Huye,GS Gahanga I,2016,12.93,24.34,1.52,92.24,72.19,310294,Rural,Low Risk,0,0.10281644826959123
Southern,Huye,GS Rwanyanza,2017,15.29,26.31,4.26,81.11,63.86,411581,Rural,High Risk,0,0.49587006136571354
Southern,Huye,GS Rutongo,2018,12.17,14.59,9.74,72.39,72.0,225149,Rural,Low Risk,0,0.06813732673571461
Southern,Huye,GS Gitega,2019,26.45,27.18,25.72,81.53,95.69,217886,Rural,High Risk,1,0.9802686662419133
Southern,Huye,GS Nyacyina,2020,17.29,25.31,9.27,67.42,91.57,560244,Rural,High Risk,1,0.8697714669051878
Southern,Huye,GS Buye,2021,21.74,25.11,18.37,55.22,96.39,146403,Rural,High Risk,1,0.961719779052475
Southern,Huye,GS Ruramira,2022,22.04,26.49,17.58,73.7,72.68,210155,Rural,High Risk,1,0.9569047349547816
Southern,Huye,GS Gitega,2023,5.86,5.78,5.95,84.83,91.55,440146,Rural,Low Risk,0,0.028456750624885462
Southern,Huye,GS Cyahafi,2024,6.31,4.82,7.79,93.94,70.51,462455,Rural,Low Risk,0,0.023792449565386713
Southern,Nyanza,King David,2010,5.72,3.06,8.38,70.86,61.83,140583,Rural,Low Risk,0,0.01259088691098794
Southern,Nyanza,GS Ruramira,2011,19.89,29.17,10.61,66.95,84.43,287116,Rural,High Risk,1,0.9611345336345336
Southern,Nyanza,GS Akumunigo,2012,8.57,15.98,1.16,55.67,61.47,596507,Rural,Low Risk,0,0.02550925925925926
Southern,Nyanza,GS Migongo,2013,20.93,24.27,17.59,70.15,97.27,282024,Rural,High Risk,1,0.9859947976000608
Southern,Nyanza,GS Migongo,2014,11.6,18.89,4.3,71.32,94.97,170028,Rural,Low Risk,0,0.0544868907302193
Southern,Nyanza,GS Camp Kigali,2015,16.87,27.95,5.79,77.99,95.29,291420,Rural,High Risk,1,0.9076909871014712
Southern,Nyanza,GS Akumunigo,2016,15.08,20.56,9.61,91.81,88.86,475960,Rural,Low Risk,1,0.5735442074699795
Southern,Nyanza,GS Cyahafi,2017,13.62,25.06,2.18,78.21,86.61,365888,Rural,Low Risk,0,0.1542608640700755
Southern,Nyanza,GS Migongo,2018,8.83,4.51,13.15,70.55,63.21,250158,Rural,Low Risk,0,0.023931800173945583
Southern,Nyanza,GS Migongo,2019,20.54,20.39,20.68,73.89,60.41,571249,Rural,High Risk,1,0.9790904353099475
Southern,Nyanza,GS Rwamagana,2020,22.55,18.76,26.34,71.11,96.1,261445,Rural,High Risk,1,0.9718387838389506
Southern,Nyanza,GS Mweya,2021,3.23,5.12,1.34,67.93,79.44,320972,Rural,Low Risk,0,0.0486972444750835
Southern,Nyanza,GS Migongo,2022,14.08,17.2,10.95,84.54,93.82,572501,Rural,Low Risk,0,0.2921745664335725
Southern,Nyanza,King David,2023,9.99,3.25,16.73,86.3,69.05,462271,Rural,Low Risk,0,0.08494633774741389
Southern,Nyanza,GS Kinteko,2024,20.41,17.8,23.02,74.71,60.49,345754,Rural,High Risk,1,0.944632967032967
Southern,Nyanza,GS Ruheru,2010,9.66,5.84,13.49,75.82,73.84,275251,Rural,Low Risk,0,0.025821185049166955
Southern,Nyanza,GS Cyahafi,2011,19.6,19.73,19.47,60.31,76.39,358864,Rural,High Risk,1,0.9253078537378177
Southern,Nyanza,GS Migongo,2012,15.07,18.57,11.57,80.15,78.16,279587,Rural,Low Risk,0,0.229585656043991
Southern,Nyanza,GS Buye,2013,8.44,15.08,1.8,86.74,75.37,338746,Rural,Low Risk,0,0.03699342073290854
Southern,Nyanza,King David,2014,12.74,13.01,12.47,61.51,79.51,284233,Rural,Low Risk,0,0.08140168788884855
Southern,Nyanza,GS Ruramira,2015,11.81,11.74,11.87,72.95,99.79,499560,Rural,Low Risk,0,0.13475745319265264
Southern,Nyanza,GS Buye,2016,12.0,18.6,5.4,75.04,90.94,127716,Rural,Low Risk,0,0.11431440373579164
Southern,Nyanza,New Vision,2017,11.16,16.44,5.88,77.14,74.25,240641,Rural,Low Risk,0,0.07441404005781802
Southern,Nyanza,New Vision,2018,18.18,15.72,20.64,76.64,81.79,447520,Rural,High Risk,1,0.9746567038372782
Southern,Nyanza,Mater Dei,2019,15.03,5.37,24.69,74.74,89.38,419313,Rural,Low Risk,0,0.21204690409551777
Southern,Nyanza,GS Rwamagana,2020,19.18,23.98,14.38,71.97,94.1,397572,Rural,High Risk,1,0.898607694005668
Southern,Nyanza,Marie Merci,2021,11.52,4.84,18.2,73.81,78.34,176021,Rural,Low Risk,0,0.06030749248868676
Southern,Nyanza,ES Kigoma,2022,9.8,16.93,2.67,78.69,61.38,113893,Rural,Low Risk,0,0.04091465355046701
Southern,Nyanza,GS Cyahafi,2023,9.8,15.87,3.72,81.16,72.1,465795,Rural,Low Risk,0,0.05266767787299116
Southern,Nyanza,ES Kigoma,2024,15.56,17.32,13.8,88.11,74.49,136304,Rural,High Risk,0,0.4390358187137181
Southern,Nyanza,ES Kigoma,2010,20.4,23.17,17.63,78.91,64.37,444179,Rural,High Risk,1,0.9769316991689381
Southern,Nyanza,GS Nyacyina,2011,8.81,9.65,7.97,64.2,61.23,518734,Rural,Low Risk,0,0.039391162365116424
Southern,Nyanza,GS Rukomo,2012,17.89,14.83,20.94,85.38,65.38,440093,Rural,High Risk,1,0.8764139844857887
Southern,Nyanza,New Vision,2013,16.71,24.33,9.08,79.2,60.35,177842,Rural,High Risk,1,0.8632234841052921
Southern,Nyanza,King David,2014,17.28,25.03,9.54,68.8,93.37,356910,Rural,High Risk,1,0.8734145679561837
Southern,Nyanza,GS Matara,2015,26.51,28.18,24.84,92.34,88.0,246110,Rural,High Risk,1,0.9881607581607582
Southern,Nyanza,Mater Dei,2016,15.55,21.97,9.13,67.8,72.25,349415,Rural,High Risk,1,0.75954301440684
Southern,Nyanza,GS Migongo,2017,19.48,17.73,21.23,52.68,94.76,563937,Rural,High Risk,1,0.9580678708264917
Southern,Nyanza,Marie Merci,2018,16.72,25.42,8.02,65.59,88.4,556887,Rural,High Risk,1,0.80821263503184
Southern,Nyanza,GS Rukomo,2019,26.12,24.3,27.95,82.78,72.86,390598,Rural,High Risk,1,0.9923231814041948
Southern,Nyanza,GS Matara,2020,4.67,7.36,1.98,65.77,90.38,523966,Rural,Low Risk,0,0.01376774840113404
Southern,Nyanza,GS Gahanga I,2021,20.15,26.14,14.16,84.4,85.48,243217,Rural,High Risk,1,0.9616171639780292
Southern,Nyanza,GS Matara,2022,24.58,24.85,24.31,76.82,65.72,433270,Rural,High Risk,1,0.9965128411640038
Southern,Nyanza,GS Nyacyina,2023,12.32,15.4,9.24,69.08,62.17,572779,Rural,Low Risk,0,0.048109124669445426
Southern,Nyanza,ES Kigoma,2024,8.41,1.0,15.82,58.08,88.28,390134,Rural,Low Risk,0,0.04994654373864813
Southern,Nyanza,GS Migongo,2010,15.7,3.4,28.0,73.92,82.6,499009,Rural,High Risk,1,0.7845625431055518
Southern,Nyanza,GS Cyahafi,2011,20.22,26.86,13.58,82.18,98.56,341060,Rural,High Risk,1,0.9271859509099514
Southern,Nyanza,GS Kinteko,2012,13.78,15.32,12.24,83.41,60.17,456374,Rural,Low Risk,0,0.1186068465215823
Southern,Nyanza,New Vision,2013,24.67,20.33,29.02,92.8,88.1,437501,Rural,High Risk,1,0.9958034188034189
Southern,Nyanza,GS Akumunigo,2014,21.68,23.67,19.68,60.21,98.27,250043,Rural,High Risk,1,0.9874518717745783
Southern,Nyanza,GS Rwanyanza,2015,11.81,4.22,19.4,69.34,94.36,572076,Rural,Low Risk,0,0.12137699800644178
Southern,Nyanza,GS Nyacyina,2016,17.46,13.06,21.87,81.02,89.22,134773,Rural,High Risk,1,0.9090422161506233
Southern,Nyanza,GS Rwanyanza,2017,12.45,22.87,2.04,83.14,65.03,254626,Rural,Low Risk,0,0.08627290835587542
Southern,Nyanza,GS Matara,2018,17.07,12.46,21.68,77.24,71.5,573314,Rural,High Risk,1,0.9214635009567416
Southern,Nyanza,GS Gahanga I,2019,20.22,23.68,16.77,69.7,69.68,348933,Rural,High Risk,1,0.9747035248664094
Southern,Nyanza,GS Agataramo,2020,25.04,21.57,28.52,69.19,73.21,357803,Rural,High Risk,1,0.9938620568748542
Southern,Nyanza,GS Agataramo,2021,24.24,22.02,26.45,60.98,90.49,464662,Rural,High Risk,1,0.9811141850247455
Southern,Nyanza,GS Rutongo,2022,16.97,29.3,4.64,69.68,92.29,486721,Rural,High Risk,1,0.7036996596312699
Southern,Nyanza,GS Kinteko,2023,5.51,1.51,9.51,82.28,73.92,251165,Rural,Low Risk,0,0.011286548212379318
Southern,Nyanza,GS Agataramo,2024,27.41,29.25,25.56,73.05,91.33,541048,Rural,High Risk,1,0.9840489154580766
Southern,Nyanza,New Vision,2010,24.89,21.59,28.18,76.92,62.39,149067,Rural,High Risk,1,0.9392835487173202
Southern,Nyanza,GS Rutongo,2011,26.05,28.34,23.77,88.4,98.51,286907,Rural,High Risk,1,0.9859374468808432
Southern,Nyanza,GS Rwamagana,2012,7.11,7.54,6.68,69.08,91.25,320460,Rural,Low Risk,0,0.026032087690193162
Southern,Nyanza,GS Nyacyina,2013,21.98,24.52,19.44,76.56,70.4,527056,Rural,High Risk,1,0.9499307309605817
Southern,Nyanza,GS Gitega,2014,19.33,22.02,16.63,68.77,87.6,378385,Rural,High Risk,1,0.9794397517315044
Southern,Nyanza,GS Nyacyina,2015,4.98,7.68,2.29,67.94,90.44,184703,Rural,Low Risk,0,0.016255619018824614
Southern,Nyanza,GS Kimironko II,2016,23.47,19.01,27.93,82.69,67.21,537470,Rural,High Risk,1,0.9796989676989676
Southern,Nyanza,GS Matara,2017,10.49,13.92,7.07,72.34,99.25,323564,Rural,Low Risk,0,0.13420179710404342
Southern,Nyanza,ES Kigoma,2018,18.44,8.02,28.86,78.71,99.79,327135,Rural,High Risk,1,0.9153867815877507
Southern,Nyanza,GS Mweya,2019,20.99,14.31,27.66,59.75,60.52,228389,Rural,High Risk,1,0.9555885715437603
Southern,Nyanza,GS Ruramira,2020,16.76,22.23,11.3,77.34,98.12,150081,Rural,High Risk,1,0.9329935889655943
Southern,Nyanza,GS Migongo,2021,24.6,25.77,23.42,63.55,78.33,524528,Rural,High Risk,1,0.9941440169026375
Southern,Nyanza,GS Nyacyina,2022,19.42,23.38,15.47,50.53,74.28,300191,Rural,High Risk,1,0.9622586872586872
Southern,Nyanza,GS Ruheru,2023,17.96,10.33,25.59,70.61,77.15,333820,Rural,High Risk,1,0.933849410234545
Southern,Nyanza,New Vision,2024,14.08,1.01,27.14,78.6,98.19,298784,Rural,Low Risk,0,0.18090715999882803
Southern,Muhanga,GS Matara,2010,2.31,1.95,2.67,68.0,84.88,145740,Rural,Low Risk,0,0.016142843545220668
Southern,Muhanga,GS Mubuga,2011,15.35,17.64,13.05,93.74,95.09,130099,Rural,High Risk,1,0.8365626161278336
Southern,Muhanga,GS Akumunigo,2012,24.08,25.35,22.8,79.63,65.93,557719,Rural,High Risk,1,0.9653367882117881
Southern,Muhanga,GS Mubuga,2013,15.76,17.87,13.66,77.42,90.35,208946,Rural,High Risk,1,0.6346064160516582
Southern,Muhanga,GS Buye,2014,27.67,28.45,26.88,80.0,79.05,543790,Rural,High Risk,1,0.9823326673326673
Southern,Muhanga,King David,2015,12.27,18.14,6.4,79.66,68.28,586904,Rural,Low Risk,0,0.16366379869311906
Southern,Muhanga,GS Ruheru,2016,20.42,26.51,14.34,73.04,61.91,377667,Rural,High Risk,1,0.9535632133959094
Southern,Muhanga,GS Nyacyina,2017,18.07,11.23,24.92,74.47,61.82,581907,Rural,High Risk,1,0.9233140331988666
Southern,Muhanga,GS Mweya,2018,14.61,12.36,16.85,78.06,62.45,596965,Rural,Low Risk,0,0.33300632873941083
Southern,Muhanga,Mater Dei,2019,6.86,6.82,6.9,61.19,95.31,190453,Rural,Low Risk,0,0.009754856012905499
Southern,Muhanga,ES Kigoma,2020,13.87,7.5,20.23,89.76,76.91,419793,Rural,Low Risk,0,0.2550451173709154
Southern,Muhanga,King David,2021,15.48,24.69,6.27,81.82,92.27,226479,Rural,High Risk,1,0.7485164789640166
Southern,Muhanga,GS Gitega,2022,11.04,16.73,5.34,69.88,90.15,278207,Rural,Low Risk,0,0.05322162498357426
Southern,Muhanga,GS Camp Kigali,2023,23.27,17.93,28.61,57.69,84.06,319571,Rural,High Risk,1,0.9555172450038916
Southern,Muhanga,GS Nyacyina,2024,20.44,17.24,23.64,72.01,98.9,457246,Rural,High Risk,1,0.9672086096812013
Southern,Muhanga,GS Camp Kigali,2010,24.43,27.71,21.14,89.77,70.96,375194,Rural,High Risk,1,0.9854999999999999
Southern,Muhanga,GS Migongo,2011,10.87,11.01,10.73,95.88,88.05,125675,Rural,Low Risk,0,0.07869553072224236
Southern,Muhanga,GS Buye,2012,12.52,10.05,14.99,72.35,96.26,403472,Rural,Low Risk,0,0.019909859315348565
Southern,Muhanga,GS Akumunigo,2013,14.37,4.61,24.13,86.48,63.9,188791,Rural,Low Risk,0,0.11615115381258352
Southern,Muhanga,GS Ruramira,2014,16.59,16.49,16.68,68.46,79.29,461447,Rural,High Risk,1,0.8183713838029186
Southern,Muhanga,GS Gahanga I,2015,17.04,7.58,26.5,87.15,85.0,191649,Rural,High Risk,1,0.7269262698376996
Southern,Muhanga,GS Kimironko II,2016,9.3,15.54,3.06,81.2,94.03,504470,Rural,Low Risk,0,0.051363897289575425
Southern,Muhanga,GS Migongo,2017,6.95,8.18,5.72,55.17,75.63,192036,Rural,Low Risk,0,0.04037447253906508
Southern,Muhanga,GS Matara,2018,19.97,13.49,26.46,71.32,74.23,345809,Rural,High Risk,1,0.9495656371522243
Southern,Muhanga,GS Agataramo,2019,6.64,10.64,2.64,82.96,85.67,496981,Rural,Low Risk,0,0.028649214319575043
Southern,Muhanga,Marie Merci,2020,9.95,6.77,13.13,71.31,71.11,417777,Rural,Low Risk,0,0.10811489439199087
Southern,Muhanga,GS Gahanga I,2021,9.5,2.96,16.04,78.75,64.53,256989,Rural,Low Risk,0,0.015419738713756343
Southern,Muhanga,GS Mweya,2022,17.35,21.43,13.26,68.6,70.57,145833,Rural,High Risk,1,0.9322874004553369
Southern,Muhanga,Mater Dei,2023,9.06,8.79,9.34,90.63,84.15,422854,Rural,Low Risk,0,0.050517609962909056
Southern,Muhanga,ES Kigoma,2024,17.33,13.48,21.18,63.75,82.14,230356,Rural,High Risk,1,0.9346765552791858
Southern,Muhanga,Mater Dei,2010,20.09,21.49,18.69,64.6,83.91,129084,Rural,High Risk,1,0.9615591567197171
Southern,Muhanga,GS Akumunigo,2011,4.78,4.07,5.49,92.03,95.32,461719,Rural,Low Risk,0,0.010612261245869439
Southern,Muhanga,GS Matara,2012,7.15,11.83,2.46,75.33,97.45,353091,Rural,Low Risk,0,0.06721947404808765
Southern,Muhanga,King David,2013,18.96,12.57,25.35,71.53,99.08,471344,Rural,High Risk,1,0.9322455215575122
Southern,Muhanga,King David,2014,18.65,10.48,26.81,72.29,94.45,588067,Rural,High Risk,1,0.9085320142330761
Southern,Muhanga,GS Cyahafi,2015,18.77,29.89,7.65,80.44,88.03,294028,Rural,High Risk,1,0.9222875953118287
Southern,Muhanga,King David,2016,13.59,24.73,2.45,73.53,74.24,384013,Rural,Low Risk,0,0.18066776389944764
Southern,Muhanga,Marie Merci,2017,19.36,27.42,11.29,66.0,83.88,429231,Rural,High Risk,1,0.9018810354206279
Southern,Muhanga,GS Buye,2018,18.66,10.66,26.66,71.92,71.33,213143,Rural,High Risk,1,0.9438521184915696
Southern,Muhanga,Mater Dei,2019,22.47,22.54,22.4,64.75,74.84,582376,Rural,High Risk,1,0.9789941244872595
Southern,Muhanga,GS Buye,2020,18.38,10.67,26.09,94.38,61.4,185178,Rural,High Risk,1,0.9627175579835154
Southern,Muhanga,GS Buye,2021,22.92,26.34,19.5,83.33,81.4,531722,Rural,High Risk,1,0.9845175902657073
Southern,Muhanga,Marie Merci,2022,14.33,13.16,15.5,84.6,68.04,197493,Rural,Low Risk,0,0.09846754528998454
Southern,Muhanga,GS Nyacyina,2023,21.56,15.24,27.89,71.75,76.39,195985,Rural,High Risk,1,0.9569984558870047
Southern,Muhanga,GS Rwanyanza,2024,5.64,5.63,5.65,56.4,86.57,524390,Rural,Low Risk,0,0.02360317624276878
Southern,Muhanga,GS Mweya,2010,14.52,1.23,27.81,74.92,70.2,526044,Rural,Low Risk,1,0.588006386299395
Southern,Muhanga,GS Gitega,2011,16.14,25.02,7.27,89.89,85.29,559952,Rural,High Risk,1,0.6857948718351159
Southern,Muhanga,GS Gitega,2012,18.72,10.24,27.2,72.66,73.96,593992,Rural,High Risk,1,0.8721479720626562
Southern,Muhanga,GS Cyahafi,2013,18.82,26.65,11.0,71.91,60.53,290920,Rural,High Risk,1,0.8922526990553307
Southern,Muhanga,ES Kigoma,2014,17.05,21.94,12.16,72.97,89.63,346356,Rural,High Risk,1,0.9334711266753508
Southern,Muhanga,GS Cyahafi,2015,16.75,23.89,9.61,72.16,76.57,589887,Rural,High Risk,1,0.923143726305491
